DateTime,Depth_m,Reservoir,Rep,ch4_umolL,co2_umolL,flag_ch4,flag_co2
2016-06-02,3,BVR,1,0.365107002,12.80867898,1,1
2016-06-02,3,BVR,2,0.369535982,11.90483016,1,1
2016-06-02,6,BVR,1,0.086136459,34.0489686,1,1
2016-06-02,6,BVR,2,0.096318801,30.70236016,1,1
2016-06-02,9,BVR,1,5.915601192,125.3502692,1,1
2016-06-02,9,BVR,2,6.422408377,129.9951089,1,1
2016-06-02,11,BVR,1,36.87131607,136.9721905,1,1
2016-06-02,11,BVR,2,38.58437607,140.949406,1,1
2016-06-02,300,BVR,1,152.8134037,342.1117297,1,1
2016-06-02,300,BVR,2,155.6060147,354.3069922,1,1
2016-06-09,0.1,BVR,1,0.292175866,14.16637179,2,1
2016-06-09,0.1,BVR,2,0.21079377,17.98167451,2,1
2016-06-09,3,BVR,1,0.351525737,12.61615126,1,1
2016-06-09,3,BVR,2,0.324177929,10.99134783,1,1
2016-06-09,6,BVR,1,NA,32.60971733,3,1
2016-06-09,6,BVR,2,0.214417139,34.83742774,3,1
2016-06-09,9,BVR,1,6.294814077,99.6628206,2,1
2016-06-09,9,BVR,2,4.277078692,91.69124225,2,1
2016-06-09,11,BVR,1,NA,NA,4,3
2016-06-09,11,BVR,2,NA,142.4318309,4,3
2016-06-09,300,BVR,1,88.55709657,291.7697519,1,1
2016-06-09,300,BVR,2,91.65824652,389.4767245,1,1
2016-06-23,0.1,BVR,1,1.334926055,12.39006118,1,1
2016-06-23,0.1,BVR,2,1.393316204,12.93190379,1,1
2016-06-23,3,BVR,1,1.003043696,12.13868598,1,1
2016-06-23,3,BVR,2,1.042254913,12.89318176,1,1
2016-06-23,6,BVR,1,0.734887264,32.9601869,1,1
2016-06-23,6,BVR,2,0.734887264,35.59992579,1,1
2016-06-23,9,BVR,1,3.810939152,151.6807218,1,1
2016-06-23,9,BVR,2,4.600478177,154.4080766,1,1
2016-06-23,11,BVR,1,32.1813955,118.3035553,1,1
2016-06-23,11,BVR,2,31.8336062,120.3420838,1,1
2016-06-23,300,BVR,1,32.18456311,15.78596913,1,1
2016-06-23,300,BVR,2,31.95585025,14.87172897,1,1
2016-06-26,0.1,BVR,1,1.454573542,10.72940954,1,1
2016-06-26,0.1,BVR,2,1.396038752,10.57520485,1,1
2016-06-26,3,BVR,1,1.611120073,10.82581119,1,1
2016-06-26,3,BVR,2,1.624732815,12.31270182,1,1
2016-06-26,6,BVR,1,1.037906806,33.80515073,1,1
2016-06-26,6,BVR,2,0.95268425,34.06694819,1,1
2016-06-26,9,BVR,1,3.405279445,117.5800289,1,3
2016-06-26,9,BVR,2,3.446117671,NA,1,3
2016-06-26,11,BVR,1,25.5790746,NA,1,4
2016-06-26,11,BVR,2,23.1328649,NA,1,4
2016-06-28,0.1,BVR,1,1.357173587,14.27594086,3,4
2016-06-28,0.1,BVR,2,NA,NA,3,4
2016-06-28,3,BVR,1,1.359359291,12.6467931,1,3
2016-06-28,3,BVR,2,1.238308004,NA,1,3
2016-06-28,6,BVR,1,25.72667868,69.28014287,1,1
2016-06-28,6,BVR,2,26.59984527,69.92920785,1,1
2016-06-28,9,BVR,1,1.341857868,112.1821923,2,1
2016-06-28,9,BVR,2,0.878763922,141.3857045,2,1
2016-06-28,11,BVR,1,27.05338326,121.5476725,3,4
2016-06-28,11,BVR,2,NA,NA,3,4
2016-06-30,0.1,BVR,1,1.548743379,13.05869921,1,1
2016-06-30,0.1,BVR,2,1.555837694,11.27001393,1,1
2016-06-30,3,BVR,1,1.201149574,13.10135627,1,1
2016-06-30,3,BVR,2,1.189959624,13.84837678,1,1
2016-06-30,6,BVR,1,0.441928473,46.31776208,1,1
2016-06-30,6,BVR,2,0.579018121,43.52780025,1,1
2016-06-30,9,BVR,1,28.18578936,254.2366831,3,1
2016-06-30,9,BVR,2,NA,256.5545857,3,1
2016-06-30,11,BVR,1,50.46137528,219.3854506,3,1
2016-06-30,11,BVR,2,NA,214.1047254,3,1
2016-07-07,0.1,BVR,1,1.427796218,14.36795024,1,1
2016-07-07,0.1,BVR,2,1.119964873,13.27190327,1,1
2016-07-07,3,BVR,1,0.743805759,37.64858795,2,1
2016-07-07,3,BVR,2,0.481436486,35.88368973,2,1
2016-07-07,6,BVR,1,1.001600719,13.29337411,1,1
2016-07-07,6,BVR,2,1.065525911,13.78742724,1,1
2016-07-07,9,BVR,1,14.76708216,196.9799296,1,1
2016-07-07,9,BVR,2,13.66468637,195.3599501,1,1
2016-07-07,11,BVR,1,382.9164652,244.6356332,1,1
2016-07-07,11,BVR,2,373.6553404,236.5751477,1,1
2016-07-07,300,BVR,1,196.5821727,297.8409546,3,1
2016-07-07,300,BVR,2,NA,231.0223197,3,1
2016-07-14,0.1,BVR,1,0.945371467,11.34297269,1,1
2016-07-14,0.1,BVR,2,0.929011585,10.90622388,1,1
2016-07-14,3,BVR,1,1.097429053,10.6516367,1,1
2016-07-14,3,BVR,2,1.107956734,11.17914546,1,1
2016-07-14,6,BVR,1,0.252807879,44.1986044,1,1
2016-07-14,6,BVR,2,0.230062797,46.0454351,1,1
2016-07-14,9,BVR,1,69.57346077,191.0724433,1,1
2016-07-14,9,BVR,2,63.79906298,194.905716,1,1
2016-07-14,11,BVR,1,258.4451146,225.5922037,1,1
2016-07-14,11,BVR,2,244.5539002,222.106206,1,1
2016-07-14,300,BVR,1,157.4265917,266.7223869,1,1
2016-07-14,300,BVR,2,151.4292442,267.7381167,1,1
2016-07-21,0.1,BVR,1,1.382447338,13.53450757,1,1
2016-07-21,0.1,BVR,2,1.49728107,14.06020191,1,1
2016-07-21,3,BVR,1,0.723009135,15.18809802,1,1
2016-07-21,3,BVR,2,0.707405259,15.0626814,1,1
2016-07-21,6,BVR,1,0.477488317,55.55537699,1,1
2016-07-21,6,BVR,2,0.365859832,56.88495703,1,1
2016-07-21,9,BVR,1,68.743038,243.5953313,1,1
2016-07-21,9,BVR,2,55.34470578,241.2928114,1,1
2016-07-21,11,BVR,1,286.9474889,392.2275573,1,1
2016-07-21,11,BVR,2,285.5060132,389.2202326,1,1
2016-07-21,300,BVR,1,192.9928393,360.5767195,1,1
2016-07-21,300,BVR,2,186.3029134,352.0138901,1,1
2016-07-24,0.1,BVR,1,1.665325984,14.83500454,1,1
2016-07-24,0.1,BVR,2,1.704547184,13.71047917,1,1
2016-07-24,3,BVR,1,1.397480161,17.63673938,1,1
2016-07-24,3,BVR,2,0.983857348,19.54203034,1,1
2016-07-24,6,BVR,1,0.589810126,93.09861662,1,1
2016-07-24,6,BVR,2,0.632155052,94.39443699,1,1
2016-07-24,9,BVR,1,121.5891337,177.3208382,1,1
2016-07-24,9,BVR,2,122.6518551,175.8394364,1,1
2016-07-24,11,BVR,1,360.3157155,343.7052195,1,1
2016-07-24,11,BVR,2,350.2043858,364.9968647,1,1
2016-07-27,0.1,BVR,1,1.342409376,24.52875082,1,1
2016-07-27,0.1,BVR,2,1.287342597,23.19714645,1,1
2016-07-27,3,BVR,1,2.070763281,13.97186073,1,1
2016-07-27,3,BVR,2,2.105210773,15.39133961,1,1
2016-07-27,6,BVR,1,0.462867286,NA,1,3
2016-07-27,6,BVR,2,0.464609412,71.99316351,1,3
2016-07-27,9,BVR,1,62.48774391,174.9209897,2,1
2016-07-27,9,BVR,2,85.23486274,179.6045668,2,1
2016-07-27,11,BVR,1,249.1460105,375.446305,1,1
2016-07-27,11,BVR,2,284.0684203,391.5219737,1,1
2016-07-27,300,BVR,1,160.5020957,623.8335603,1,1
2016-07-27,300,BVR,2,168.3642953,643.4914274,1,1
2016-08-05,0.1,BVR,1,1.472070132,20.85888927,1,1
2016-08-05,0.1,BVR,2,2.370156988,18.17381864,1,1
2016-08-05,1,BVR,1,2.508453193,18.455788,1,1
2016-08-05,1,BVR,2,2.589320689,18.69280457,1,1
2016-08-05,2,BVR,1,2.268584537,18.50885128,1,1
2016-08-05,2,BVR,2,2.596726928,19.72645435,1,1
2016-08-05,3,BVR,1,2.12866902,20.76975459,1,1
2016-08-05,3,BVR,2,1.951544543,19.89776437,1,1
2016-08-05,4,BVR,1,1.077271668,49.43756871,2,1
2016-08-05,4,BVR,2,0.689649729,42.16122497,2,1
2016-08-05,5,BVR,1,0.448104201,83.14880787,2,1
2016-08-05,5,BVR,2,0.857508303,60.68959545,2,1
2016-08-05,6,BVR,1,NA,78.34760206,3,1
2016-08-05,6,BVR,2,1.184767332,83.32303023,3,1
2016-08-05,7,BVR,1,4.220927357,84.57064032,2,1
2016-08-05,7,BVR,2,2.06071181,86.0128063,2,1
2016-08-05,8,BVR,1,25.61481536,94.81052116,1,1
2016-08-05,8,BVR,2,26.93856865,79.755177,1,1
2016-08-05,9,BVR,1,135.3837341,376.9858155,1,1
2016-08-05,9,BVR,2,120.4582953,252.4228288,1,1
2016-08-05,11,BVR,1,356.8164684,413.5241596,1,1
2016-08-05,11,BVR,2,357.1916595,400.9603164,1,1
2016-08-05,300,BVR,1,132.0206314,814.9426226,1,1
2016-08-05,300,BVR,2,132.3940896,796.307152,1,1
2016-08-11,0.1,BVR,1,0.535987943,11.40585894,3,1
2016-08-11,0.1,BVR,2,NA,12.79635023,3,1
2016-08-11,3,BVR,1,0.587663226,18.91144625,1,1
2016-08-11,3,BVR,2,0.62274194,17.38143822,1,1
2016-08-11,6,BVR,1,NA,66.17595999,3,2
2016-08-11,6,BVR,2,0.699474348,89.82112064,3,2
2016-08-11,9,BVR,1,301.9325066,279.1818373,1,1
2016-08-11,9,BVR,2,281.6420034,326.5928469,1,1
2016-08-11,11,BVR,1,505.154617,NA,1,3
2016-08-11,11,BVR,2,576.9024243,503.4941923,1,3
2016-08-11,300,BVR,1,210.3716179,442.8566205,1,1
2016-08-11,300,BVR,2,210.8107523,474.4055202,1,1
2016-08-18,0.1,BVR,1,0.640356448,14.00381605,1,1
2016-08-18,0.1,BVR,2,0.771764633,13.25550226,1,1
2016-08-18,3,BVR,1,0.771764633,14.73034533,1,1
2016-08-18,3,BVR,2,0.674588532,12.80243315,1,1
2016-08-18,6,BVR,1,0.369925767,50.68427904,1,1
2016-08-18,6,BVR,2,0.334689418,52.73046877,1,1
2016-08-18,9,BVR,2,114.4438869,323.4169598,1,3
2016-08-18,9,BVR,3,112.8076706,NA,1,3
2016-08-18,11,BVR,1,444.9249628,548.0851603,1,1
2016-08-18,11,BVR,2,426.6197929,582.1934494,1,1
2016-08-18,300,BVR,1,250.4708808,486.9571567,1,1
2016-08-18,300,BVR,2,222.7574671,518.7428125,1,1
2016-08-23,0.1,BVR,1,1.000902558,13.27819579,1,1
2016-08-23,0.1,BVR,2,0.974353254,12.19945931,1,1
2016-08-23,3,BVR,1,0.978150808,13.89846413,1,1
2016-08-23,3,BVR,2,0.969883496,12.3990594,1,1
2016-08-23,6,BVR,1,0.467363399,62.87635343,1,1
2016-08-23,6,BVR,2,0.488008789,61.26614369,1,1
2016-08-23,9,BVR,1,195.3875609,324.0666146,1,2
2016-08-23,9,BVR,2,183.1800296,441.1301174,1,2
2016-08-23,11,BVR,1,288.3868241,544.451033,3,1
2016-08-23,11,BVR,2,NA,536.0633946,3,1
2016-08-23,300,BVR,1,125.3623722,434.6658244,1,1
2016-08-23,300,BVR,2,147.1410032,426.981076,1,1
2016-09-06,0.1,BVR,1,0.88241948,11.13769191,1,1
2016-09-06,0.1,BVR,2,0.962432384,11.84031849,1,1
2016-09-06,3,BVR,1,0.768324585,11.62065609,1,1
2016-09-06,3,BVR,2,0.614130152,11.48889862,1,1
2016-09-06,6,BVR,1,0.689113207,66.87153051,1,1
2016-09-06,6,BVR,2,0.599553257,68.47908794,1,1
2016-09-06,9,BVR,1,239.7121935,371.6405039,1,1
2016-09-06,9,BVR,2,236.9804971,384.1127303,1,1
2016-09-06,11,BVR,1,NA,480.2002046,3,1
2016-09-06,11,BVR,2,628.0691418,482.051349,3,1
2016-09-06,300,BVR,1,230.5769607,445.7345852,1,1
2016-09-06,300,BVR,2,216.5340177,448.2127099,1,1
2016-09-27,0.1,BVR,1,0.480232745,43.34701425,1,2
2016-09-27,0.1,BVR,2,0.573247527,29.60473469,1,2
2016-09-27,3,BVR,1,0.483003383,26.43663597,1,1
2016-09-27,3,BVR,2,0.448565006,28.27040916,1,1
2016-09-27,6,BVR,1,8.098083999,71.09561587,1,1
2016-09-27,6,BVR,2,6.89117532,63.16058058,1,1
2016-09-27,9,BVR,1,340.841517,341.5630729,1,1
2016-09-27,9,BVR,2,345.8322349,356.0360058,1,1
2016-09-27,11,BVR,1,NA,333.8461853,3,1
2016-09-27,11,BVR,2,555.0409554,318.169637,3,1
2016-09-27,300,BVR,1,271.3674827,298.1898979,1,1
2016-09-27,300,BVR,2,264.8131687,297.162953,1,1
2016-10-11,0.1,BVR,1,3.807465057,27.49804848,1,1
2016-10-11,0.1,BVR,2,3.816199317,28.98258478,1,1
2016-10-11,3,BVR,1,3.937319893,55.40019239,1,1
2016-10-11,3,BVR,2,3.980694541,58.51093376,1,1
2016-10-11,6,BVR,1,3.68784136,23.07814653,1,1
2016-10-11,6,BVR,2,4.00980874,29.46296503,1,1
2016-10-11,9,BVR,1,137.0990248,311.1339464,3,3
2016-10-11,9,BVR,2,NA,NA,3,3
2016-10-11,11,BVR,1,571.1953718,NA,1,3
2016-10-11,11,BVR,2,570.2222138,648.9112251,1,3
2016-10-25,0.1,BVR,1,7.925021563,32.48507359,1,1
2016-10-25,0.1,BVR,2,8.288324085,31.95511139,1,1
2016-10-25,3,BVR,1,5.609774134,29.02802174,2,1
2016-10-25,3,BVR,2,8.591971194,35.31214589,2,1
2016-10-25,6,BVR,1,7.686651854,32.26977963,1,1
2016-10-25,6,BVR,2,6.183715275,33.74627815,1,1
2016-10-25,9,BVR,1,64.03401801,222.1496785,1,3
2016-10-25,9,BVR,2,71.93633595,NA,1,3
2016-10-25,11,BVR,1,538.8993668,523.2413147,3,1
2016-10-25,11,BVR,2,NA,553.7300746,3,1
2016-11-11,0.1,BVR,1,18.70010144,30.66181329,1,1
2016-11-11,0.1,BVR,2,19.16207732,29.62623009,1,1
2016-11-11,3,BVR,1,19.22856647,30.92094853,1,1
2016-11-11,3,BVR,2,19.78803702,32.26210246,1,1
2016-11-11,6,BVR,1,17.88950593,28.66967996,1,1
2016-11-11,6,BVR,2,17.96372638,29.44516058,1,1
2016-11-11,9,BVR,1,18.43238624,30.94291945,1,1
2016-11-11,9,BVR,2,18.22038422,30.04797079,1,1
2016-11-11,11,BVR,1,18.47708446,30.40277382,1,1
2016-11-11,11,BVR,2,20.51260423,32.63380803,1,1
2017-03-17,0.1,BVR,1,0.035310917,15.89272039,1,2
2017-03-17,0.1,BVR,2,0.037310639,9.748071871,1,2
2017-03-17,3,BVR,1,0.045091758,NA,1,3
2017-03-17,3,BVR,2,0.039658037,11.73264727,1,3
2017-03-17,6,BVR,1,0.039733746,13.61515497,1,1
2017-03-17,6,BVR,2,0.034053211,16.80877426,1,1
2017-03-17,9,BVR,1,0.041671601,11.66976205,1,1
2017-03-17,9,BVR,2,0.043018686,9.748071871,1,1
2017-03-17,11,BVR,1,0.043669427,9.041210266,1,1
2017-03-17,11,BVR,2,0.039188623,11.52308423,1,1
2017-04-10,0.1,BVR,1,NA,NA,3,3
2017-04-10,0.1,BVR,2,0.082984031,21.18932362,3,3
2017-04-10,3,BVR,1,0.113517497,17.38866392,1,1
2017-04-10,3,BVR,2,0.10880382,17.25994765,1,1
2017-04-10,6,BVR,1,0.107557283,20.63566671,1,1
2017-04-10,6,BVR,2,0.112737122,21.95089635,1,1
2017-04-10,9,BVR,1,0.24178997,27.50171707,1,1
2017-04-10,9,BVR,2,0.23718392,26.21787876,1,1
2017-04-10,11,BVR,1,0.282333348,43.32870039,1,2
2017-04-10,11,BVR,2,0.25820016,27.10272295,1,2
2017-05-05,0.1,BVR,1,0.137936306,8.387452693,2,1
2017-05-05,0.1,BVR,2,0.101816431,7.092792422,2,1
2017-05-10,0.1,BVR,1,0.135525715,9.860994338,1,1
2017-05-10,0.1,BVR,2,0.133501496,10.78914479,1,1
2017-05-10,3,BVR,1,0.146065007,8.496543127,1,1
2017-05-10,3,BVR,2,0.1576324,11.18196426,1,1
2017-05-10,6,BVR,1,0.040569799,NA,1,3
2017-05-10,6,BVR,2,0.04611344,95.37895372,1,3
2017-05-10,9,BVR,1,0.107529424,NA,1,3
2017-05-10,9,BVR,2,0.102972859,129.9669516,1,3
2017-05-10,11,BVR,1,1.634852677,108.3472086,2,2
2017-05-10,11,BVR,2,1.016663775,73.84707842,2,2
2017-05-18,0.1,BVR,1,0.219811822,NA,1,3
2017-05-18,0.1,BVR,2,0.243922517,5.64398363,1,3
2017-05-18,3,BVR,1,0.261701089,5.008043854,1,1
2017-05-18,3,BVR,2,0.231354206,6.251549661,1,1
2017-05-18,6,BVR,1,0.066419136,46.56656013,1,1
2017-05-18,6,BVR,2,0.060767109,58.31271046,1,1
2017-05-18,9,BVR,1,11.81054213,123.331519,1,1
2017-05-18,9,BVR,2,12.70572041,142.1097616,1,1
2017-05-18,11,BVR,1,18.88349927,71.14247875,1,1
2017-05-18,11,BVR,2,20.67780412,74.53979474,1,1
2017-05-25,0.1,BVR,1,0.251319302,8.301185778,1,1
2017-05-25,0.1,BVR,2,0.255018243,6.939097848,1,1
2017-05-25,3,BVR,1,0.267951048,7.40548994,1,1
2017-05-25,3,BVR,2,0.260563443,6.331154227,1,1
2017-05-25,6,BVR,1,0.216093924,53.63288029,1,1
2017-05-25,6,BVR,2,0.212376997,49.27208902,1,1
2017-05-25,9,BVR,1,4.195344303,NA,1,4
2017-05-25,9,BVR,2,3.946462317,NA,1,4
2017-05-25,11,BVR,1,26.88937646,93.48024358,1,1
2017-05-25,11,BVR,2,34.48742882,112.2726645,1,1
2017-06-01,0.1,BVR,1,0.206215542,7.629114065,1,1
2017-06-01,0.1,BVR,2,0.16588157,8.584466379,1,1
2017-06-01,3,BVR,1,0.080919955,21.59552641,1,1
2017-06-01,3,BVR,2,0.069365717,18.71034791,1,1
2017-06-01,6,BVR,1,0.076077799,54.44082295,1,1
2017-06-01,6,BVR,2,0.077359267,53.6555437,1,1
2017-06-01,9,BVR,1,8.524293127,74.09392454,1,1
2017-06-01,9,BVR,2,8.747869548,71.06377457,1,1
2017-06-01,11,BVR,1,41.61157327,53.29247001,1,1
2017-06-01,11,BVR,2,45.72366783,55.62140785,1,1
2017-06-09,0.1,BVR,1,0.281590291,6.369074491,1,1
2017-06-09,0.1,BVR,2,0.269031036,6.291698293,1,1
2017-06-09,3,BVR,1,0.286791481,6.807872585,1,1
2017-06-09,3,BVR,2,0.28261615,5.493176474,1,1
2017-06-09,6,BVR,1,0.139020812,91.25546344,1,1
2017-06-09,6,BVR,2,0.124798274,101.271202,1,1
2017-06-09,9,BVR,1,38.59823341,126.7008877,1,1
2017-06-09,9,BVR,2,37.81317345,131.5193775,1,1
2017-06-09,11,BVR,1,48.0763394,143.3744368,1,1
2017-06-09,11,BVR,2,48.268714,156.3054891,1,1
2017-06-16,0.1,BVR,1,0.233798449,6.620042348,1,1
2017-06-16,0.1,BVR,2,0.201000995,5.65807904,1,1
2017-06-16,3,BVR,1,0.137745299,6.183612704,1,1
2017-06-16,3,BVR,2,0.129434415,7.018454397,1,1
2017-06-16,6,BVR,1,0.085710368,56.1926417,1,1
2017-06-16,6,BVR,2,0.089701706,72.64310382,1,1
2017-06-16,9,BVR,1,49.83697237,149.5705087,1,1
2017-06-16,9,BVR,2,53.40738441,167.7075804,1,1
2017-06-16,11,BVR,1,56.58581804,166.8515452,1,1
2017-06-16,11,BVR,2,55.64847837,183.3740429,1,1
2017-06-22,0.1,BVR,1,0.194680106,4.32067134,1,1
2017-06-22,0.1,BVR,2,0.202751573,NA,1,4
2017-06-22,3,BVR,1,0.161436725,4.32067134,1,1
2017-06-22,3,BVR,2,0.160243095,NA,1,4
2017-06-22,6,BVR,1,0.14333159,69.01634425,1,1
2017-06-22,6,BVR,2,0.150818875,70.40057186,1,1
2017-06-22,9,BVR,1,34.49325111,141.0692315,1,1
2017-06-22,9,BVR,2,34.38188798,119.8655338,1,1
2017-06-22,11,BVR,1,67.28582951,NA,1,3
2017-06-22,11,BVR,2,66.06168447,122.1558031,1,3
2017-06-30,0.1,BVR,1,0.228342682,5.424405136,1,1
2017-06-30,0.1,BVR,2,0.259616817,5.412043881,1,1
2017-06-30,3,BVR,1,0.267347665,10.89641936,1,1
2017-06-30,3,BVR,2,0.249540735,10.40662661,1,1
2017-06-30,6,BVR,1,4.623814767,102.9613199,1,1
2017-06-30,6,BVR,2,4.403458474,96.43475861,1,1
2017-06-30,9,BVR,1,58.4922072,149.1001836,1,1
2017-06-30,9,BVR,2,63.19596653,166.3261071,1,1
2017-06-30,11,BVR,1,88.24030677,159.4025033,1,1
2017-06-30,11,BVR,2,94.52893637,175.1340895,1,1
2017-07-07,0.1,BVR,1,0.496582267,4.269737377,1,1
2017-07-07,0.1,BVR,2,0.523455217,4.46979533,1,1
2017-07-07,3,BVR,1,0.541489382,4.269737377,1,1
2017-07-07,3,BVR,2,0.55487032,NA,1,4
2017-07-07,6,BVR,1,1.211498203,82.39964582,1,1
2017-07-07,6,BVR,2,1.365321626,84.14587648,1,1
2017-07-07,9,BVR,1,66.17414201,149.6819617,1,1
2017-07-07,9,BVR,2,62.92770291,152.282739,1,1
2017-07-07,11,BVR,1,104.4345316,152.4909039,1,1
2017-07-07,11,BVR,2,107.0860735,145.9410216,1,1
2017-07-13,0.1,BVR,1,0.632625903,5.6494154,2,2
2017-07-13,0.1,BVR,2,0.434560091,7.828200419,2,2
2017-07-13,3,BVR,1,0.211022993,53.06750221,1,2
2017-07-13,3,BVR,2,0.258832427,34.80194594,1,2
